itemString,itemName,stackSize,quantity,price,otherPlayer,player,time,source
i:124442,Chaos Crystal,3,3,94999,Äuctioneer,Creacher,1549299691,Auction
i:124442,Chaos Crystal,4,4,135730,Äuctioneer,Creacher,1549299692,Auction
i:124103,Foxflower,50,50,94999,Äuctioneer,Creacher,1549301182,Auction
i:74247,Ethereal Shard,1,1,24453,Äuctioneer,Creacher,1549301324,Auction
i:154881,Kul Tiramisu,1,4,227048,Hellequin,Creacher,1549302518,Auction
i:153050,Shimmerscale,120,120,75999,Sïlloso,Creacher,1549303225,Auction
i:152579,Storm Silver Ore,7,7,248899,Ägni,Creacher,1549307025,Auction
i:152577,Deep Sea Satin,2,2,470250,Kalheadriel,Creacher,1549307405,Auction
i:152576,Tidespray Linen,40,40,44079,Titanic,Creacher,1549309130,Auction
p:1721:1:3,?,1,1,1090125,Xxebrac,Creacher,1549309139,Auction
i:152579,Storm Silver Ore,70,70,265999,Tullbm,Creacher,1549309946,Auction
i:154881,Kul Tiramisu,20,40,178124,Biiel,Creacher,1549313393,Auction
i:153050,Shimmerscale,100,100,85499,Zedorango,Creacher,1549316658,Auction
i:152877,Veiled Crystal,30,30,3844293,Kveldulf,Creacher,1549316796,Auction
i:159466,Enchant Gloves - Zandalari Mining,1,1,65075,Tyragyz,Creacher,1549317567,Auction
i:154165,Calcified Bone,200,200,24747,Varo,Creacher,1549317925,Auction
i:154165,Calcified Bone,200,200,24747,Varo,Creacher,1549318324,Auction
i:152513,Platinum Ore,200,200,447449,Rimoz,Creacher,1549323501,Auction
i:154888,Sailor's Pie,5,5,218499,Eöna,Creacher,1549331315,Auction
i:124669,Darkmoon Daggermaw,15,15,188574,Shannia,Creacher,1549332861,Auction
i:154884,Swamp Fish 'n Chips,20,20,493762,Vernak,Creacher,1549335968,Auction
i:153439,Enchant Ring - Seal of Haste,3,3,189049,Nìiw,Creacher,1549340874,Auction
i:152576,Tidespray Linen,100,100,53673,Malaaquías,Creacher,1549341870,Auction
i:152505,Riverbud,200,200,329648,Zurïel,Creacher,1549342137,Auction
i:152509,Siren's Pollen,200,200,264099,Arttraz,Creacher,1549342412,Auction
i:152875,Gloom Dust,200,200,61749,Wyldsoul,Creacher,1549343542,Auction
i:152877,Veiled Crystal,5,5,3771689,Liindha,Creacher,1549344639,Auction
i:152877,Veiled Crystal,10,10,3790499,Liindha,Creacher,1549344709,Auction
i:159464,Enchant Gloves - Zandalari Herbalism,1,3,297347,Chernobeca,Creacher,1549346514,Auction
i:159464,Enchant Gloves - Zandalari Herbalism,1,1,297347,Naever,Creacher,1549350461,Auction
i:159466,Enchant Gloves - Zandalari Mining,1,1,65075,Atolei,Creacher,1549378204,Auction
i:159467,Enchant Gloves - Zandalari Skinning,1,1,131099,Prandtl,Creacher,1549379056,Auction
i:152876,Umbra Shard,5,5,2058332,Rallia,Creacher,1549391350,Auction
i:123918,Leystone Ore,30,30,163399,Grallax,Creacher,1549399343,Auction
i:153440,Enchant Ring - Seal of Mastery,1,2,159600,Jellyjack,Creacher,1549400897,Auction
i:159464,Enchant Gloves - Zandalari Herbalism,1,1,297347,Jellyjack,Creacher,1549400919,Auction
i:152876,Umbra Shard,20,20,2166189,Joobstah,Creacher,1549401354,Auction
i:154883,Ravenberry Tarts,10,10,32488,Meijota,Creacher,1549401696,Auction
i:153441,Enchant Ring - Seal of Versatility,1,2,527248,Ptchòó,Creacher,1549401737,Auction
i:154164,Blood-Stained Bone,200,200,44552,Uthanaak,Creacher,1549401991,Auction
i:153438,Enchant Ring - Seal of Critical Strike,1,3,93575,Golpïsta,Creacher,1549402735,Auction
i:153438,Enchant Ring - Seal of Critical Strike,1,1,93575,Kanedots,Creacher,1549405026,Auction
i:153438,Enchant Ring - Seal of Critical Strike,1,1,93575,Wudson,Creacher,1549405801,Auction
i:153438,Enchant Ring - Seal of Critical Strike,1,1,93575,Vesgoyde,Creacher,1549405807,Auction
i:154165,Calcified Bone,200,200,8537,Psychøø,Creacher,1549409508,Auction
i:124669,Darkmoon Daggermaw,27,27,142024,Ryory,Creacher,1549410769,Auction
i:154164,Blood-Stained Bone,50,50,44552,Tojakill,Creacher,1549412077,Auction
i:152875,Gloom Dust,200,200,68873,Sthänker,Creacher,1549413089,Auction
